season,date,playoff,neutral,status,ot,home_team,away_team,home_team_abbr,away_team_abbr,home_team_pregame_rating,away_team_pregame_rating,home_team_winprob,away_team_winprob,overtime_prob,home_team_expected_points,away_team_expected_points,home_team_score,away_team_score,home_team_postgame_rating,away_team_postgame_rating,game_quality_rating,game_importance_rating,game_overall_rating
2023,2022-11-12,0,0,post,OT,Montreal Canadiens,Pittsburgh Penguins,MTL,PIT,1446.54676790585,1530.50556969397,0.451284389633261,0.548715610366739,0.238146515515878,1.03324348988453,1.20490302563135,5,4,1449.24103714026,1527.81130045956,24,42,33
2023,2022-11-12,0,0,post,,Buffalo Sabres,Boston Bruins,BUF,BOS,1472.59162243645,1577.20455162695,0.422046652811368,0.577953347188632,0.234587055918257,0.979673679797819,1.25491337612044,1,3,1469.46342490057,1580.33274916283,71,16,43
2023,2022-11-12,0,0,post,OT,New York Islanders,Columbus Blue Jackets,NYI,CBJ,1520.18346715871,1456.27773259376,0.658292469086236,0.341707530913764,0.224575007603518,1.39332390952561,0.831251098077908,4,3,1521.74664824501,1454.71455150746,25,26,25
2023,2022-11-12,0,0,post,,Nashville Predators,New York Rangers,NSH,NYR,1490.20257779435,1541.02881438226,0.498810952209867,0.501189047790133,0.243933591738472,1.11987874898717,1.12405484275131,2,1,1492.62369528093,1538.60769689568,60,56,58
2023,2022-11-12,0,0,post,,Colorado Avalanche,Carolina Hurricanes,COL,CAR,1596.62123282593,1558.21623936365,0.624548585188214,0.375451414811786,0.228843426680952,1.33501675869417,0.893826667986784,4,1,1599.94554074506,1554.89193144452,100,9,54
2023,2022-11-12,0,0,post,,Anaheim Ducks,Chicago Blackhawks,ANA,CHI,1430.80147676936,1445.43887551866,0.550715864146575,0.449284135853425,0.23790341789578,1.20831795981903,1.02958545807675,2,3,1428.09550180275,1448.14485048527,0,11,5
2023,2022-11-12,0,0,post,,Vegas Golden Knights,St. Louis Blues,VEG,STL,1560.62192507695,1517.65955331538,0.630679837677073,0.369320162322927,0.228076426108393,1.34559289806653,0.882483528041862,2,3,1557.43183570397,1520.84964268836,87,21,54
2023,2022-11-12,0,0,post,,Calgary Flames,Winnipeg Jets,CGY,WPG,1523.31991579751,1519.63569576115,0.576648773364843,0.423351226635157,0.234746311322477,1.25267768557613,0.982068625746342,3,2,1525.31202596623,1517.64358559243,68,50,59
2023,2022-11-12,0,0,post,,Los Angeles Kings,Detroit Red Wings,LAK,DET,1505.51331133271,1448.23915669796,0.649654227020875,0.350345772979125,0.225679562307959,1.37837433474412,0.847305227563836,4,3,1507.12093584956,1446.63153218111,15,41,28
2023,2022-11-13,0,0,post,,Philadelphia Flyers,Dallas Stars,PHI,DAL,1442.52727772765,1524.06754480861,0.45473418456291,0.54526581543709,0.23856573640824,1.03955010992381,1.19901562648443,1,5,1437.87415359015,1528.72066894611,19,35,27
2023,2022-11-13,0,0,post,,Boston Bruins,Vancouver Canucks,BOS,VAN,1580.33274916283,1487.89687880845,0.694220797199503,0.305779202800497,0.21986691953184,1.45567232577565,0.764194593756188,5,2,1582.97344574885,1485.25618222243,81,11,46
2023,2022-11-13,0,0,post,SO,Minnesota Wild,San Jose Sharks,MIN,SJS,1536.03745327784,1433.52317116781,0.706395733490934,0.293604266509066,0.218220802888443,1.47686202575095,0.741358777137494,2,3,1532.3522399686,1437.20838447705,20,14,17
2023,2022-11-13,0,0,post,,New York Rangers,Arizona Coyotes,NYR,ARI,1538.60769689568,1446.21861610922,0.694163618665957,0.305836381334043,0.219874582472558,1.45557288398266,0.764301698489903,4,1,1541.24894364097,1443.57736936393,29,30,29
2023,2022-11-13,0,0,post,,Tampa Bay Lightning,Washington Capitals,TBL,WSH,1561.16206217841,1517.58607534269,0.631502199251701,0.368497800748299,0.227973293990301,1.34701205596817,0.880961238022128,6,3,1564.41693089216,1514.33120662894,87,61,74
2023,2022-11-13,0,0,post,OT,Seattle Kraken,Winnipeg Jets,SEA,WPG,1472.15819205043,1517.64358559243,0.506496675314707,0.493503324685293,0.243284678670163,1.13305514839813,1.11022953027203,2,3,1469.70702282447,1520.09475481839,33,71,52
2023,2022-11-14,0,0,post,,Ottawa Senators,New York Islanders,OTT,NYI,1468.84233316999,1521.74664824501,0.495820451978819,0.504179548021181,0.243567841034997,1.11444282796316,1.12912501307184,2,4,1465.0747601979,1525.5142212171,33,41,37
2023,2022-11-14,0,0,post,,Calgary Flames,Los Angeles Kings,CGY,LAK,1525.31202596623,1507.12093584956,0.596893874980977,0.403106125019023,0.232267230318138,1.2874160931444,0.944851137173738,6,5,1527.19588039014,1505.23708142565,62,75,68
2023,2022-11-14,0,0,post,,Chicago Blackhawks,Carolina Hurricanes,CHI,CAR,1448.14485048527,1554.89193144452,0.419052919752664,0.580947080247336,0.234221374752566,0.974176063299349,1.26004531145322,0,3,1444.37873243557,1558.65804949422,40,25,32
2023,2022-11-14,0,0,post,,Colorado Avalanche,St. Louis Blues,COL,STL,1599.94554074506,1520.84964268836,0.67768117227674,0.32231882772326,0.222059433605672,1.42693628087815,0.795123152727521,2,3,1596.45323052258,1524.34195291084,97,28,62
2023,2022-11-15,0,0,post,,Montreal Canadiens,New Jersey Devils,MTL,NJD,1449.24103714026,1477.99659338939,0.530535165836779,0.469464834163221,0.240356045640383,1.17390904278025,1.06644700286013,1,5,1443.67102289688,1483.56660763277,6,59,32
2023,2022-11-15,0,0,post,OT,Tampa Bay Lightning,Dallas Stars,TBL,DAL,1564.41693089216,1528.72066894611,0.620885246624695,0.379114753375305,0.229300161172531,1.32870156730123,0.9005985938713,5,4,1566.17414336433,1526.96345647394,92,25,58
2023,2022-11-15,0,0,post,,Buffalo Sabres,Vancouver Canucks,BUF,VAN,1469.46342490057,1485.25618222243,0.549069726790924,0.450930273209076,0.238103480278864,1.20550752099603,1.03259595928284,4,5,1466.7670846302,1487.9525224928,15,33,24
2023,2022-11-15,0,0,post,,Pittsburgh Penguins,Toronto Maple Leafs,PIT,TOR,1527.81130045956,1545.56787151014,0.546269267718979,0.453730732281021,0.238443800401344,1.20072781560193,1.03771598479942,2,5,1522.68533757848,1550.69383439122,84,62,73
2023,2022-11-15,0,0,post,,Florida Panthers,Washington Capitals,FLA,WSH,1550.06997114751,1514.33120662894,0.620942835698434,0.379057164301566,0.229292989631548,1.32880082184083,0.900492167790717,5,2,1553.43039483868,1510.97078293777,80,63,71
2023,2022-11-15,0,0,post,OT,Columbus Blue Jackets,Philadelphia Flyers,CBJ,PHI,1454.71455150746,1437.87415359015,0.595021668575179,0.404978331424821,0.232497277406041,1.28419969661507,0.948297580790971,5,4,1456.60836301344,1435.98034208417,1,10,5
2023,2022-11-15,0,0,post,,Nashville Predators,Minnesota Wild,NSH,MIN,1492.62369528093,1532.3522399686,0.514777507459792,0.485222492540208,0.24227419094207,1.14711190172666,1.09516228921541,2,1,1494.95505644704,1530.02087880249,56,76,66
2023,2022-11-15,0,0,post,OT,Anaheim Ducks,Detroit Red Wings,ANA,DET,1428.09550180275,1446.63153218111,0.545156912328777,0.454843087671223,0.238578969802222,1.19882981993582,1.03974914986641,3,2,1430.25864754262,1444.46838644124,0,9,4
2023,2022-11-15,0,0,post,,Vegas Golden Knights,San Jose Sharks,VEG,SJS,1557.43183570397,1437.20838447705,0.727085387941451,0.272914612058549,0.215349914795214,1.51294291433608,0.702407000459135,2,5,1550.10837006184,1444.53185011918,33,4,18
2023,2022-11-16,0,0,post,,Ottawa Senators,Buffalo Sabres,OTT,BUF,1465.0747601979,1466.7670846302,0.569075774801069,0.430924225198931,0.235669755573022,1.23970735642526,0.995962399147757,4,1,1468.96314465975,1462.87870016835,7,15,11
2023,2022-11-16,0,0,post,,Chicago Blackhawks,St. Louis Blues,CHI,STL,1444.37873243557,1524.34195291084,0.45698604576566,0.54301395423434,0.238839369324003,1.04366520189478,1.19517416742922,2,5,1440.21881470049,1528.50187064592,20,48,34
2023,2022-11-16,0,0,post,,Edmonton Oilers,Los Angeles Kings,EDM,LAK,1542.47116849251,1505.23708142565,0.622966751050261,0.377033248949739,0.229040781268328,1.33228949200411,0.896751289264222,1,3,1537.52006158,1510.18818833816,71,54,62
2023,2022-11-17,0,0,post,,Florida Panthers,Dallas Stars,FLA,DAL,1553.43039483868,1526.96345647394,0.608301701328033,0.391698298671967,0.2308611734519,1.30703133152659,0.923829841925311,4,6,1548.6222164936,1531.77163481902,88,36,62
2023,2022-11-17,0,0,post,,Columbus Blue Jackets,Montreal Canadiens,CBJ,MTL,1456.60836301344,1443.67102289688,0.589596226648144,0.410403773351856,0.23316293033071,1.27488339970979,0.958279530620923,6,4,1459.63827958484,1440.64110632548,2,13,7
2023,2022-11-17,0,0,post,,Boston Bruins,Philadelphia Flyers,BOS,PHI,1582.97344574885,1435.98034208417,0.756573283091311,0.243426716908689,0.211062415075345,1.56452479694723,0.646537618128112,4,1,1585.02462663609,1433.92916119693,48,7,27
2023,2022-11-17,0,0,post,OT,Toronto Maple Leafs,New Jersey Devils,TOR,NJD,1550.69383439122,1483.56660763277,0.662451583149828,0.337548416850172,0.224039824243803,1.40052745428454,0.823512369959261,2,3,1547.30114615512,1486.95929586887,62,49,55
2023,2022-11-17,0,0,post,,Tampa Bay Lightning,Calgary Flames,TBL,CGY,1566.17414336433,1527.19588039014,0.62532207689169,0.37467792310831,0.228746846548001,1.33635054716556,0.892396299382441,4,1,1569.49071354677,1523.8793102077,92,29,60
2023,2022-11-17,0,0,post,OT,Carolina Hurricanes,Colorado Avalanche,CAR,COL,1558.65804949422,1596.45323052258,0.517556925255018,0.482443074744982,0.241935472766618,1.15183394388144,1.09010152888517,2,3,1556.14390246263,1598.96737755417,100,11,55
2023,2022-11-17,0,0,post,,Nashville Predators,New York Islanders,NSH,NYI,1494.95505644704,1525.5142212171,0.527948448217837,0.472051551782163,0.240670613209802,1.16950583286973,1.07116478034008,5,4,1497.21308533755,1523.25619232659,54,64,59
2023,2022-11-17,0,0,post,,Winnipeg Jets,Anaheim Ducks,WPG,ANA,1520.09475481839,1430.25864754262,0.691034758385807,0.308965241614193,0.220292985298606,1.45013239220031,0.770160593098297,3,2,1521.49141609144,1428.86198626957,13,13,13
2023,2022-11-17,0,0,post,SO,St. Louis Blues,Washington Capitals,STL,WSH,1528.50187064592,1510.97078293777,0.595979388857956,0.404020611142044,0.232379620717653,1.28584493409521,0.946534686622439,5,4,1530.39058728094,1509.08206630275,66,63,64
2023,2022-11-17,0,0,post,,Minnesota Wild,Pittsburgh Penguins,MIN,PIT,1530.02087880249,1522.68533757848,0.581771519764549,0.418228480235451,0.234120613290933,1.26145894781756,0.972661665473377,4,6,1525.46655163756,1527.23966474341,74,76,75
2023,2022-11-17,0,0,post,,Vegas Golden Knights,Arizona Coyotes,VEG,ARI,1550.10837006184,1443.57736936393,0.711168284980809,0.288831715019191,0.217567229337727,1.48517688594321,0.732390343394519,4,1,1552.58677522055,1441.09896420522,34,10,22
2023,2022-11-17,0,0,post,OT,Seattle Kraken,New York Rangers,SEA,NYR,1469.70702282447,1541.24894364097,0.469038349307442,0.530961650692558,0.240304189641328,1.06566900781518,1.17463518182615,3,2,1472.29815875802,1538.65780770742,46,58,52
2023,2022-11-17,0,0,post,,San Jose Sharks,Detroit Red Wings,SJS,DET,1444.53185011918,1444.46838644124,0.571552580932912,0.428447419067088,0.235367915496482,1.24394793779149,0.99141997770499,4,7,1439.12085135717,1449.87938520325,1,14,7
2023,2022-11-18,0,0,post,,Vancouver Canucks,Los Angeles Kings,VAN,LAK,1487.9525224928,1510.18818833816,0.539871252800642,0.460128747199358,0.239221256832407,1.18981508281103,1.04940617402137,4,1,1492.14548075166,1505.9952300793,39,68,53
2023,2022-11-19,0,0,post,,Ottawa Senators,New Jersey Devils,OTT,NJD,1468.96314465975,1486.95929586887,0.545927414908351,0.454072585091649,0.238485341428867,1.20014448530577,1.0383408561231,1,5,1463.2009699443,1492.72147058432,16,38,27
2023,2022-11-19,0,0,post,SO,Florida Panthers,Calgary Flames,FLA,CGY,1548.6222164936,1523.8793102077,0.605934499825497,0.394065500174503,0.231153592552728,1.30295865571742,0.928194936835311,4,5,1545.58556376103,1526.91596294027,84,56,70
2023,2022-11-19,0,0,post,,Boston Bruins,Chicago Blackhawks,BOS,CHI,1585.02462663609,1440.21881470049,0.754246900349297,0.245753099650703,0.211410379348742,1.56044855672188,0.650961822626864,6,1,1587.55732902801,1437.68611230857,53,6,29
2023,2022-11-19,0,0,post,,Washington Capitals,Colorado Avalanche,WSH,COL,1509.08206630275,1598.96737755417,0.442851254258486,0.557148745741515,0.237121376191979,1.01781438585083,1.21930699034114,0,4,1504.56863041654,1603.48081344038,95,26,60
2023,2022-11-19,0,0,post,,Columbus Blue Jackets,Detroit Red Wings,CBJ,DET,1459.63827958484,1449.87938520325,0.585161805569858,0.414838194430142,0.233705982199117,1.26727377882272,0.966432203376396,1,6,1452.83631738779,1456.6813474003,3,20,11
2023,2022-11-19,0,0,post,,Winnipeg Jets,Pittsburgh Penguins,WPG,PIT,1521.49141609144,1527.23966474341,0.563341245736828,0.436658754263172,0.23636803843973,1.22989466468638,1.00647337375335,0,3,1516.17360890012,1532.55747193473,72,59,65
2023,2022-11-19,0,0,post,SO,Montreal Canadiens,Philadelphia Flyers,MTL,PHI,1440.64110632548,1433.92916119693,0.580897840198337,0.419102159801663,0.234227391977883,1.25996088625932,0.974266505718567,5,4,1442.6103879131,1431.95987960931,0,10,5
2023,2022-11-19,0,0,post,,Toronto Maple Leafs,Buffalo Sabres,TOR,BUF,1547.30114615512,1462.87870016835,0.684341861119351,0.315658138880649,0.221182110637493,1.43850165563623,0.782680455001265,5,2,1550.03715703445,1460.14268928902,45,18,31
2023,2022-11-19,0,0,post,OT,Nashville Predators,Tampa Bay Lightning,NSH,TBL,1497.21308533755,1569.49071354677,0.467983780957747,0.532016219042253,0.240175974484493,1.06374507576552,1.17643089871897,2,3,1494.97757880889,1571.72622007543,81,36,58
2023,2022-11-19,0,0,post,,Dallas Stars,New York Islanders,DAL,NYI,1531.77163481902,1523.25619232659,0.583423194852835,0.416576805147165,0.233918670664234,1.26429148219525,0.969627188468986,5,2,1535.51235960829,1519.51546753732,76,41,58
2023,2022-11-19,0,0,post,OT,Minnesota Wild,Carolina Hurricanes,MIN,CAR,1525.46655163756,1556.14390246263,0.52777889301443,0.47222110698557,0.240691235867244,1.16921726787181,1.07147396799543,2,1,1527.72552059475,1553.88493350544,88,42,65
2023,2022-11-19,0,0,post,,St. Louis Blues,Anaheim Ducks,STL,ANA,1530.39058728094,1428.86198626957,0.705217557174879,0.294782442825121,0.218381402411813,1.47481011762029,0.743571284791525,6,2,1533.24258473631,1426.0099888142,16,16,16
2023,2022-11-19,0,0,post,OT,Edmonton Oilers,Vegas Golden Knights,EDM,VEG,1537.52006158,1552.58677522055,0.550104310533631,0.449895689466369,0.237977744743393,1.20727378261624,1.03070396212715,4,3,1539.65611814113,1550.45071865942,91,19,55
2023,2022-11-19,0,0,post,OT,Seattle Kraken,Los Angeles Kings,SEA,LAK,1472.29815875802,1505.9952300793,0.523444595907271,0.476555404092729,0.241218565729472,1.16184320288042,1.07937536284905,3,2,1474.58119332273,1503.71219551459,26,89,57
2023,2022-11-19,0,0,post,,San Jose Sharks,New York Rangers,SJS,NYR,1439.12085135717,1538.65780770742,0.429189767333332,0.570810232666668,0.235458400035641,0.99278159877433,1.24267680126131,1,2,1437.09727817758,1540.68138088701,24,22,23
2023,2022-11-20,0,0,post,,Columbus Blue Jackets,Florida Panthers,CBJ,FLA,1452.83631738779,1545.58556376103,0.438787484455745,0.561212515544255,0.236627077577596,1.0103730463647,1.2262540312129,5,3,1457.19777505305,1541.22410609577,37,23,30
2023,2022-11-20,0,0,post,,Chicago Blackhawks,Pittsburgh Penguins,CHI,PIT,1437.68611230857,1532.55747193473,0.435781575590449,0.564218424409551,0.23626127200807,1.00486611382229,1.23139515818578,3,5,1434.44109177798,1535.80249246532,21,26,23
2023,2022-11-21,0,0,post,,Tampa Bay Lightning,Boston Bruins,TBL,BOS,1571.72622007543,1587.55732902801,0.549015065343521,0.450984934656479,0.238110123246604,1.20541420906046,1.03269591418615,3,5,1567.47771577484,1591.8058333286,100,8,54
2023,2022-11-21,0,0,post,,Philadelphia Flyers,Calgary Flames,PHI,CGY,1431.95987960931,1526.91596294027,0.435661663450389,0.564338336549611,0.236246675618892,1.00464638283492,1.23160029278397,2,5,1428.02245835813,1530.85338419145,16,26,21
2023,2022-11-21,0,0,post,,New Jersey Devils,Edmonton Oilers,NJD,EDM,1492.72147058432,1539.65611814113,0.504411282315332,0.495588717684668,0.243539513298028,1.12951799973158,1.11402151356645,5,2,1497.29189041931,1535.08569830614,61,47,54
2023,2022-11-21,0,0,post,OT,Toronto Maple Leafs,New York Islanders,TOR,NYI,1550.03715703445,1519.51546753732,0.613848909892944,0.386151090107056,0.230174453884322,1.31657993606811,0.913594517816208,2,3,1546.95181464678,1522.60080992499,83,54,68
2023,2022-11-21,0,0,post,OT,Winnipeg Jets,Carolina Hurricanes,WPG,CAR,1516.17360890012,1553.88493350544,0.517677454529508,0.482322545470492,0.241920788728797,1.15203875968092,1.08988202904788,4,3,1518.48876983151,1551.56977257405,83,36,59
2023,2022-11-21,0,0,post,,St. Louis Blues,Anaheim Ducks,STL,ANA,1533.24258473631,1426.0099888142,0.711997159449622,0.288002840550378,0.217453215550587,1.48662146266463,0.73083175288596,3,1,1535.27800743535,1423.97456611516,15,15,15
2023,2022-11-21,0,0,post,SO,Nashville Predators,Arizona Coyotes,NSH,ARI,1494.97757880889,1441.09896420522,0.645192509309899,0.354807490690101,0.226246610872381,1.37065901090057,0.855587599971814,4,3,1496.60824337783,1439.46829963628,8,32,20
2023,2022-11-21,0,0,post,SO,Dallas Stars,Colorado Avalanche,DAL,COL,1535.51235960829,1603.48081344038,0.474164346270493,0.525835653729507,0.240927619820249,1.07501702501066,1.16591059480959,2,3,1533.24260939928,1605.75056364939,99,12,55
2023,2022-11-21,0,0,post,,Vancouver Canucks,Vegas Golden Knights,VAN,VEG,1492.14548075166,1550.45071865942,0.488050077930312,0.511949922069688,0.242618995684747,1.10030893179406,1.14231006389069,4,5,1489.79829377742,1552.79790563366,68,23,45
2023,2022-11-21,0,0,post,,San Jose Sharks,Ottawa Senators,SJS,OTT,1437.09727817758,1463.2009699443,0.534335427023044,0.465664572976956,0.239894044314552,1.18038101175154,1.05951303256301,5,1,1441.87981158511,1458.41843653677,2,7,4
2023,2022-11-22,0,0,post,,Montreal Canadiens,Buffalo Sabres,MTL,BUF,1442.6103879131,1460.14268928902,0.546589234736679,0.453410765263321,0.238404918577205,1.20127382604799,1.03713109252922,2,7,1436.34274115847,1466.41033604365,2,13,7
2023,2022-11-22,0,0,post,,Los Angeles Kings,New York Rangers,LAK,NYR,1503.71219551459,1540.68138088701,0.518744061568695,0.481255938431305,0.24179085971369,1.15385141023301,1.08793944948068,3,5,1499.7395974906,1544.653978911,69,68,68
2023,2022-11-23,0,0,post,SO,Pittsburgh Penguins,Calgary Flames,PIT,CGY,1535.80249246532,1530.85338419145,0.57842531674204,0.42157468325796,0.23452942627314,1.25572230207985,0.97880712419329,2,1,1537.78505092061,1528.87082573616,82,60,71
2023,2022-11-23,0,0,post,,Carolina Hurricanes,Arizona Coyotes,CAR,ARI,1551.56977257405,1439.46829963628,0.717710083357367,0.282289916642633,0.216663180233983,1.49658199780251,0.720081182431471,0,4,1543.47243486628,1447.56563734405,32,13,22
2023,2022-11-23,0,0,post,,Minnesota Wild,Winnipeg Jets,MIN,WPG,1527.72552059475,1518.48876983151,0.584431993179437,0.415568006820563,0.23379527682056,1.26602182355126,0.967773453269305,6,1,1532.28358764992,1513.93070277634,71,71,71
2023,2022-11-23,0,0,post,,New Jersey Devils,Toronto Maple Leafs,NJD,TOR,1497.29189041931,1546.95181464678,0.5004894082214,0.4995105917786,0.244019211799317,1.12286899733402,1.12115021446529,1,2,1494.87472618001,1549.36897888608,69,46,57
2023,2022-11-23,0,0,post,,Florida Panthers,Boston Bruins,FLA,BOS,1541.22410609577,1591.8058333286,0.499162827998254,0.500837172001746,0.243976650883779,1.1205182318596,1.12345841902418,5,2,1545.85114775193,1587.17879167244,99,23,61
2023,2022-11-23,0,0,post,,Detroit Red Wings,Nashville Predators,DET,NSH,1456.6813474003,1496.60824337783,0.514492301567156,0.485507698432844,0.242308959595284,1.14662746841708,1.09568149117821,3,0,1461.143567082,1492.14602369613,15,55,35
2023,2022-11-23,0,0,post,,Columbus Blue Jackets,Montreal Canadiens,CBJ,MTL,1457.19777505305,1436.34274115847,0.600578081385482,0.399421918614518,0.231813978450415,1.29374774680529,0.938066231645121,1,3,1452.46410683014,1441.07640938138,1,9,5
2023,2022-11-23,0,0,post,,Buffalo Sabres,St. Louis Blues,BUF,STL,1466.41033604365,1535.27800743535,0.472873898725428,0.527126101274572,0.240770637641715,1.07266428497233,1.16810635266939,6,2,1471.93808300889,1529.75026047011,40,32,36
2023,2022-11-23,0,0,post,OT,Washington Capitals,Philadelphia Flyers,WSH,PHI,1504.56863041654,1428.02245835813,0.674466871132875,0.325533128867125,0.222480271961388,1.42135844130855,0.801121830652838,3,2,1506.04917124097,1426.5419175337,7,17,12
2023,2022-11-23,0,0,post,,New York Islanders,Edmonton Oilers,NYI,EDM,1522.60080992499,1535.08569830614,0.553779740516646,0.446220259483354,0.237530996752887,1.2135506240397,1.02398037271318,3,0,1526.64803274559,1531.03847548554,77,64,70
2023,2022-11-23,0,0,post,,Dallas Stars,Chicago Blackhawks,DAL,CHI,1533.24260939928,1434.44109177798,0.701943613002733,0.298056386997267,0.218826176723142,1.46910976561999,0.74971641110315,6,4,1535.35716129423,1432.32653988303,19,13,16
2023,2022-11-23,0,0,post,,Vegas Golden Knights,Ottawa Senators,VEG,OTT,1552.79790563366,1458.41843653677,0.696590646096291,0.303409353903709,0.219548776973786,1.45979444476455,0.759754332209238,4,1,1555.41581552004,1455.80052665039,46,4,25
2023,2022-11-23,0,0,post,,Seattle Kraken,San Jose Sharks,SEA,SJS,1474.58119332273,1441.87981158511,0.616818824714805,0.383181175285195,0.229805889758316,1.32169494035466,0.908110949403655,8,5,1477.9830152304,1438.47798967744,4,27,15
2023,2022-11-23,0,0,post,,Anaheim Ducks,New York Rangers,ANA,NYR,1423.97456611516,1544.653978911,0.399664455548568,0.600335544451432,0.231843840158843,0.938513009106606,1.29333083105224,3,2,1426.97698300829,1541.65156201787,19,12,15
2023,2022-11-23,0,0,post,,Colorado Avalanche,Vancouver Canucks,COL,VAN,1605.75056364939,1489.79829377742,0.722179410843588,0.277820589156412,0.216039812958604,1.50437912980458,0.711660683154028,3,4,1601.95613596011,1493.5927214667,91,12,51
2023,2022-11-25,0,0,post,OT,Boston Bruins,Carolina Hurricanes,BOS,CAR,1587.17879167244,1543.47243486628,0.631676821732557,0.368323178267443,0.227951386553398,1.34731342265093,0.880637963902466,3,2,1588.87960571491,1541.77162082381,98,13,55
2023,2022-11-25,0,0,post,,Washington Capitals,Calgary Flames,WSH,CGY,1506.04917124097,1528.87082573616,0.539033197892761,0.460966802107239,0.239323097939389,1.18838639891304,1.05093669902635,3,0,1510.25095136054,1524.66904561659,64,58,61
2023,2022-11-25,0,0,post,SO,Chicago Blackhawks,Montreal Canadiens,CHI,MTL,1432.32653988303,1441.07640938138,0.559086339333904,0.440913660666096,0.236885727576457,1.2226188319731,1.01426689560336,2,3,1429.57138448984,1443.83156477457,0,7,3
2023,2022-11-25,0,0,post,,Minnesota Wild,Toronto Maple Leafs,MIN,TOR,1532.28358764992,1549.36897888608,0.547226729347088,0.452773270652912,0.238327450374848,1.20236175788677,1.03596569248808,3,4,1529.59801999552,1552.05454654048,88,48,68
2023,2022-11-25,0,0,post,,Anaheim Ducks,Ottawa Senators,ANA,OTT,1426.97698300829,1455.80052665039,0.530437687858704,0.469562312141296,0.240367898230184,1.17374308177492,1.06662481645527,1,5,1421.40817879356,1461.36933086512,1,3,2
2023,2022-11-25,0,0,post,,Philadelphia Flyers,Pittsburgh Penguins,PHI,PIT,1426.5419175337,1537.78505092061,0.412765688803681,0.587234311196319,0.233452283885771,0.962622568732231,1.27082971515354,1,4,1422.84020407384,1541.48676438047,17,22,19
2023,2022-11-25,0,0,post,,Vegas Golden Knights,Seattle Kraken,VEG,SEA,1555.41581552004,1477.9830152304,0.675586478068306,0.324413521931694,0.222333867320069,1.42330106907861,0.799032798241459,2,4,1549.93424048701,1483.46459026343,61,19,40
2023,2022-11-25,0,0,post,SO,Detroit Red Wings,Arizona Coyotes,DET,ARI,1461.143567082,1447.56563734405,0.590488211916318,0.409511788083682,0.23305358908321,1.27641461581742,0.956638973265789,4,3,1463.06153448395,1445.6476699421,3,29,16
2023,2022-11-25,0,0,post,,Tampa Bay Lightning,St. Louis Blues,TBL,STL,1567.47771577484,1529.75026047011,0.623633587710752,0.376366412289248,0.228957610180531,1.33343912973147,0.895518480449061,5,2,1570.811181415,1526.41679482995,93,42,67
2023,2022-11-25,0,0,post,,Columbus Blue Jackets,New York Islanders,CBJ,NYI,1452.46410683014,1526.64803274559,0.465252633265578,0.534747366734422,0.239843972818118,1.05876119942277,1.18108277339535,2,3,1450.24368926289,1528.86845031284,26,22,24
2023,2022-11-25,0,0,post,,Buffalo Sabres,New Jersey Devils,BUF,NJD,1471.93808300889,1494.87472618001,0.538868720149495,0.461131279850505,0.239343085728467,1.18810602374433,1.05123706198414,1,3,1467.7827423175,1499.0300668714,20,34,27
2023,2022-11-25,0,0,post,OT,Dallas Stars,Winnipeg Jets,DAL,WPG,1535.35716129423,1513.93070277634,0.601366890590615,0.398633109409385,0.231716834931996,1.29510378359267,0.936613051339323,4,5,1532.34845083701,1516.93941323356,72,39,55
2023,2022-11-25,0,0,post,,San Jose Sharks,Los Angeles Kings,SJS,LAK,1438.47798967744,1499.7395974906,0.483798916994234,0.516201083005766,0.242100679589868,1.09257046698919,1.14953021260068,2,5,1434.03403893674,1504.1835482313,9,32,20
2023,2022-11-26,0,0,post,,New York Rangers,Edmonton Oilers,NYR,EDM,1541.65156201787,1531.03847548554,0.586354923252899,0.413645076747101,0.233559953265056,1.26932077129917,0.964239181965885,3,4,1538.73390391919,1533.95613358422,84,61,72
2023,2022-11-26,0,0,post,,Carolina Hurricanes,Calgary Flames,CAR,CGY,1541.77162082381,1524.66904561659,0.59538529294046,0.40461470705954,0.232452611495317,1.28482433118632,0.947628280308994,3,2,1543.66349758816,1522.77716885224,82,50,66
2023,2022-11-26,0,0,post,OT,Florida Panthers,St. Louis Blues,FLA,STL,1545.85114775193,1526.41679482995,0.598614682315793,0.401385317684207,0.232055620742749,1.29037308368382,0.941682537058929,4,5,1542.85921931291,1529.40872326897,84,68,76
2023,2022-11-26,0,0,post,,New Jersey Devils,Washington Capitals,NJD,WSH,1499.0300668714,1510.25095136054,0.555577032469732,0.444422967530268,0.237312489576531,1.21662118578906,1.02069130378747,5,1,1503.56192004187,1505.71909819007,46,73,59
2023,2022-11-26,0,0,post,,Pittsburgh Penguins,Toronto Maple Leafs,PIT,TOR,1541.48676438047,1552.05454654048,0.556505114711746,0.443494885288254,0.237199642652911,1.21820705773226,1.01899258492065,1,4,1536.24608126904,1557.29522965191,92,37,64
2023,2022-11-26,0,0,post,,New York Islanders,Philadelphia Flyers,NYI,PHI,1528.86845031284,1422.84020407384,0.7105734533145,0.2894265466855,0.21764895674657,1.48414029256986,0.733508664176709,5,2,1531.35252559141,1420.35612879527,13,12,12
2023,2022-11-26,0,0,post,,Colorado Avalanche,Dallas Stars,COL,DAL,1601.95613596011,1532.34845083701,0.665636985351137,0.334363014648863,0.223628366673788,1.40604702554432,0.817581341129465,4,1,1604.87406334914,1529.43052344798,99,10,54
